gene_id	symbol	name	cytoband	type	num_cohort_ssm_affected_cases	num_cohort_ssm_cases	cohort_ssm_affected_cases_percentage	num_gdc_ssm_affected_cases	num_gdc_ssm_cases	gdc_ssm_affected_cases_percentage	num_cohort_cnv_cases	num_cohort_cnv_gain_cases	cohort_cnv_gain_cases_percentage	num_cohort_cnv_loss_cases	cohort_cnv_loss_cases_percentage	num_mutations	annotations
ENSG00000183742	MACC1	MET transcriptional regulator MACC1	7p21.1	protein_coding	25	1396	1.79	234	16508	1.42	1522	690	45.34	90	5.91	26	Cancer Gene Census
ENSG00000102145	GATA1	GATA binding protein 1	Xp11.23	protein_coding	24	1396	1.72	125	16508	0.76	1522	0	0.00	0	0.00	24	Cancer Gene Census
ENSG00000104408	EIF3E	eukaryotic translation initiation factor 3 subunit E	8q23.1	protein_coding	24	1396	1.72	148	16508	0.90	1522	762	50.07	59	3.88	24	Cancer Gene Census
ENSG00000118503	TNFAIP3	TNF alpha induced protein 3	6q23.3	protein_coding	24	1396	1.72	178	16508	1.08	1522	202	13.27	412	27.07	24	Cancer Gene Census
ENSG00000122512	PMS2	PMS1 homolog 2, mismatch repair system component	7p22.1	protein_coding	24	1396	1.72	222	16508	1.34	1522	694	45.60	101	6.64	26	Cancer Gene Census
ENSG00000125618	PAX8	paired box 8	2q14.1	protein_coding	24	1396	1.72	139	16508	0.84	1522	279	18.33	55	3.61	24	Cancer Gene Census
ENSG00000131759	RARA	retinoic acid receptor alpha	17q21.2	protein_coding	24	1396	1.72	147	16508	0.89	1522	460	30.22	140	9.20	26	Cancer Gene Census
ENSG00000138081	FBXO11	F-box protein 11	2p16.3	protein_coding	24	1396	1.72	172	16508	1.04	1522	506	33.25	57	3.75	23	Cancer Gene Census
ENSG00000139083	ETV6	ETS variant transcription factor 6	12p13.2	protein_coding	24	1396	1.72	233	16508	1.41	1522	429	28.19	198	13.01	24	Cancer Gene Census
ENSG00000143924	EML4	EMAP like 4	2p21	protein_coding	24	1396	1.72	196	16508	1.19	1522	499	32.79	57	3.75	25	Cancer Gene Census
ENSG00000167751	KLK2	kallikrein related peptidase 2	19q13.33	protein_coding	24	1396	1.72	97	16508	0.59	1522	262	17.21	316	20.76	24	Cancer Gene Census
ENSG00000173757	STAT5B	signal transducer and activator of transcription 5B	17q21.2	protein_coding	24	1396	1.72	206	16508	1.25	1522	448	29.43	146	9.59	25	Cancer Gene Census
ENSG00000179295	PTPN11	protein tyrosine phosphatase non-receptor type 11	12q24.13	protein_coding	24	1396	1.72	341	16508	2.07	1522	315	20.70	206	13.53	24	Cancer Gene Census
ENSG00000180644	PRF1	perforin 1	10q22.1	protein_coding	24	1396	1.72	172	16508	1.04	1522	196	12.88	351	23.06	24	Cancer Gene Census
ENSG00000187741	FANCA	FA complementation group A	16q24.3	protein_coding	24	1396	1.72	257	16508	1.56	1522	116	7.62	228	14.98	24	Cancer Gene Census
ENSG00000062822	POLD1	DNA polymerase delta 1, catalytic subunit	19q13.33	protein_coding	23	1396	1.65	252	16508	1.53	1522	263	17.28	308	20.24	23	Cancer Gene Census
ENSG00000064012	CASP8	caspase 8	2q33.1	protein_coding	23	1396	1.65	320	16508	1.94	1522	360	23.65	128	8.41	24	Cancer Gene Census
ENSG00000066455	GOLGA5	golgin A5	14q32.12	protein_coding	23	1396	1.65	146	16508	0.88	1522	334	21.94	295	19.38	23	Cancer Gene Census
ENSG00000078674	PCM1	pericentriolar material 1	8p22	protein_coding	23	1396	1.65	231	16508	1.40	1522	159	10.45	687	45.14	23	Cancer Gene Census
ENSG00000106483	SFRP4	secreted frizzled related protein 4	7p14.1	protein_coding	23	1396	1.65	152	16508	0.92	1522	654	42.97	99	6.50	24	Cancer Gene Census
ENSG00000129152	MYOD1	myogenic differentiation 1	11p15.1	protein_coding	23	1396	1.65	126	16508	0.76	1522	221	14.52	298	19.58	23	Cancer Gene Census
ENSG00000137265	IRF4	interferon regulatory factor 4	6p25.3	protein_coding	23	1396	1.65	208	16508	1.26	1522	231	15.18	87	5.72	24	Cancer Gene Census
ENSG00000147065	MSN	moesin	Xq12	protein_coding	23	1396	1.65	177	16508	1.07	1522	0	0.00	0	0.00	23	Cancer Gene Census
ENSG00000154803	FLCN	folliculin	17p11.2	protein_coding	23	1396	1.65	166	16508	1.01	1522	136	8.94	589	38.70	23	Cancer Gene Census
ENSG00000168646	AXIN2	axin 2	17q24.1	protein_coding	23	1396	1.65	250	16508	1.51	1522	558	36.66	80	5.26	23	Cancer Gene Census
ENSG00000169032	MAP2K1	mitogen-activated protein kinase kinase 1	15q22.31	protein_coding	23	1396	1.65	148	16508	0.90	1522	200	13.14	405	26.61	22	Cancer Gene Census
ENSG00000172175	MALT1	MALT1 paracaspase	18q21.32	protein_coding	23	1396	1.65	142	16508	0.86	1522	171	11.24	534	35.09	23	Cancer Gene Census
ENSG00000197299	BLM	BLM RecQ like helicase	15q26.1	protein_coding	23	1396	1.65	261	16508	1.58	1522	273	17.94	342	22.47	25	Cancer Gene Census
ENSG00000204209	DAXX	death domain associated protein	6p21.32	protein_coding	23	1396	1.65	179	16508	1.08	1522	420	27.60	165	10.84	28	Cancer Gene Census
ENSG00000275023	MLLT6	MLLT6, PHD finger containing	17q12	protein_coding	23	1396	1.65	212	16508	1.28	1522	448	29.43	145	9.53	24	Cancer Gene Census
ENSG00000005073	HOXA11	homeobox A11	7p15.2	protein_coding	22	1396	1.58	104	16508	0.63	1522	668	43.89	95	6.24	23	Cancer Gene Census
ENSG00000090659	CD209	CD209 molecule	19p13.2	protein_coding	22	1396	1.58	132	16508	0.80	1522	136	8.94	490	32.19	23	Cancer Gene Census
ENSG00000096384	HSP90AB1	heat shock protein 90 alpha family class B member 1	6p21.1	protein_coding	22	1396	1.58	201	16508	1.22	1522	432	28.38	150	9.86	22	Cancer Gene Census
ENSG00000101343	CRNKL1	crooked neck pre-mRNA splicing factor 1	20p11.23	protein_coding	22	1396	1.58	200	16508	1.21	1522	506	33.25	195	12.81	22	Cancer Gene Census
ENSG00000108375	RNF43	ring finger protein 43	17q22	protein_coding	22	1396	1.58	404	16508	2.45	1522	527	34.63	98	6.44	24	Cancer Gene Census
ENSG00000110841	PPFIBP1	PPFIA binding protein 1	12p11.23, 12p11.22	protein_coding	22	1396	1.58	194	16508	1.18	1522	493	32.39	132	8.67	22	Cancer Gene Census
ENSG00000110844	PRPF40B	pre-mRNA processing factor 40 homolog B	12q13.12	protein_coding	22	1396	1.58	201	16508	1.22	1522	357	23.46	147	9.66	23	Cancer Gene Census
ENSG00000116016	EPAS1	endothelial PAS domain protein 1	2p21	protein_coding	22	1396	1.58	212	16508	1.28	1522	506	33.25	59	3.88	24	Cancer Gene Census
ENSG00000122566	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	7p15.2	protein_coding	22	1396	1.58	168	16508	1.02	1522	675	44.35	94	6.18	20	Cancer Gene Census
ENSG00000128191	DGCR8	DGCR8 microprocessor complex subunit	22q11.21	protein_coding	22	1396	1.58	181	16508	1.10	1522	343	22.54	288	18.92	21	Cancer Gene Census
ENSG00000129993	CBFA2T3	CBFA2/RUNX1 partner transcriptional co-repressor 3	16q24.3	protein_coding	22	1396	1.58	169	16508	1.02	1522	225	14.78	448	29.43	22	Cancer Gene Census
ENSG00000132170	PPARG	peroxisome proliferator activated receptor gamma	3p25.2	protein_coding	22	1396	1.58	161	16508	0.98	1522	90	5.91	626	41.13	22	Cancer Gene Census
ENSG00000134323	MYCN	MYCN proto-oncogene, bHLH transcription factor	2p24.3	protein_coding	22	1396	1.58	180	16508	1.09	1522	458	30.09	95	6.24	23	Cancer Gene Census
ENSG00000135100	HNF1A	HNF1 homeobox A	12q24.31	protein_coding	22	1396	1.58	221	16508	1.34	1522	312	20.50	223	14.65	24	Cancer Gene Census
ENSG00000139718	SETD1B	SET domain containing 1B, histone lysine methyltransferase	12q24.31	protein_coding	22	1396	1.58	153	16508	0.93	1522	309	20.30	227	14.91	22	Cancer Gene Census
ENSG00000144554	FANCD2	FA complementation group D2	3p25.3	protein_coding	22	1396	1.58	272	16508	1.65	1522	95	6.24	616	40.47	22	Cancer Gene Census
ENSG00000147655	RSPO2	R-spondin 2	8q23.1	protein_coding	22	1396	1.58	138	16508	0.84	1522	761	50.00	58	3.81	25	Cancer Gene Census
ENSG00000151348	EXT2	exostosin glycosyltransferase 2	11p11.2	protein_coding	22	1396	1.58	158	16508	0.96	1522	266	17.48	226	14.85	23	Cancer Gene Census
ENSG00000153165	RGPD3	RANBP2 like and GRIP domain containing 3	2q12.2	protein_coding	22	1396	1.58	85	16508	0.51	1522	418	27.46	68	4.47	22	Cancer Gene Census
ENSG00000156970	BUB1B	BUB1 mitotic checkpoint serine/threonine kinase B	15q15.1	protein_coding	22	1396	1.58	169	16508	1.02	1522	149	9.79	495	32.52	22	Cancer Gene Census
ENSG00000162367	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	1p33	protein_coding	22	1396	1.58	109	16508	0.66	1522	240	15.77	253	16.62	21	Cancer Gene Census
ENSG00000162613	FUBP1	far upstream element binding protein 1	1p31.1	protein_coding	22	1396	1.58	229	16508	1.39	1522	205	13.47	318	20.89	23	Cancer Gene Census
ENSG00000184481	FOXO4	forkhead box O4	Xq13.1	protein_coding	22	1396	1.58	147	16508	0.89	1522	0	0.00	0	0.00	24	Cancer Gene Census
ENSG00000205755	CRLF2	cytokine receptor like factor 2	Xp22.33	protein_coding	22	1396	1.58	103	16508	0.62	1522	0	0.00	0	0.00	23	Cancer Gene Census
ENSG00000067082	KLF6	Kruppel like factor 6	10p15.2	protein_coding	21	1396	1.50	177	16508	1.07	1522	296	19.45	334	21.94	23	Cancer Gene Census
ENSG00000068078	FGFR3	fibroblast growth factor receptor 3	4p16.3	protein_coding	21	1396	1.50	271	16508	1.64	1522	192	12.61	429	28.19	19	Cancer Gene Census
ENSG00000072501	SMC1A	structural maintenance of chromosomes 1A	Xp11.22	protein_coding	21	1396	1.50	269	16508	1.63	1522	0	0.00	0	0.00	20	Cancer Gene Census
ENSG00000085832	EPS15	epidermal growth factor receptor pathway substrate 15	1p32.3	protein_coding	21	1396	1.50	184	16508	1.11	1522	226	14.85	267	17.54	21	Cancer Gene Census
ENSG00000095002	MSH2	mutS homolog 2	2p21, 2p16.3	protein_coding	21	1396	1.50	206	16508	1.25	1522	504	33.11	57	3.75	23	Cancer Gene Census
ENSG00000109132	PHOX2B	paired like homeobox 2B	4p13	protein_coding	21	1396	1.50	137	16508	0.83	1522	221	14.52	385	25.30	21	Cancer Gene Census
ENSG00000110619	CARS1	cysteinyl-tRNA synthetase 1	11p15.4	protein_coding	21	1396	1.50	186	16508	1.13	1522	163	10.71	367	24.11	21	Cancer Gene Census
ENSG00000116062	MSH6	mutS homolog 6	2p16.3	protein_coding	21	1396	1.50	318	16508	1.93	1522	503	33.05	56	3.68	21	Cancer Gene Census
ENSG00000119508	NR4A3	nuclear receptor subfamily 4 group A member 3	9q31.1	protein_coding	21	1396	1.50	162	16508	0.98	1522	175	11.50	476	31.27	21	Cancer Gene Census
ENSG00000140521	POLG	DNA polymerase gamma, catalytic subunit	15q26.1	protein_coding	21	1396	1.50	226	16508	1.37	1522	254	16.69	328	21.55	23	Cancer Gene Census
ENSG00000141867	BRD4	bromodomain containing 4	19p13.12	protein_coding	21	1396	1.50	265	16508	1.61	1522	178	11.70	429	28.19	22	Cancer Gene Census
ENSG00000148737	TCF7L2	transcription factor 7 like 2	10q25.2, 10q25.3	protein_coding	21	1396	1.50	301	16508	1.82	1522	181	11.89	381	25.03	21	Cancer Gene Census
ENSG00000156976	EIF4A2	eukaryotic translation initiation factor 4A2	3q27.3	protein_coding	21	1396	1.50	205	16508	1.24	1522	741	48.69	156	10.25	20	Cancer Gene Census
ENSG00000163655	GMPS	guanine monophosphate synthase	3q25.31	protein_coding	21	1396	1.50	168	16508	1.02	1522	717	47.11	130	8.54	22	Cancer Gene Census
ENSG00000163930	BAP1	BRCA1 associated protein 1	3p21.1	protein_coding	21	1396	1.50	333	16508	2.02	1522	58	3.81	677	44.48	24	Cancer Gene Census
ENSG00000165556	CDX2	caudal type homeobox 2	13q12.2	protein_coding	21	1396	1.50	100	16508	0.61	1522	105	6.90	643	42.25	22	Cancer Gene Census
ENSG00000175595	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit	16p13.12	protein_coding	21	1396	1.50	198	16508	1.20	1522	357	23.46	220	14.45	22	Cancer Gene Census
ENSG00000181690	PLAG1	PLAG1 zinc finger	8q12.1	protein_coding	21	1396	1.50	182	16508	1.10	1522	575	37.78	152	9.99	21	Cancer Gene Census
ENSG00000183579	ZNRF3	zinc and ring finger 3	22q12.1	protein_coding	21	1396	1.50	207	16508	1.25	1522	324	21.29	324	21.29	22	Cancer Gene Census
ENSG00000197323	TRIM33	tripartite motif containing 33	1p13.2	protein_coding	21	1396	1.50	213	16508	1.29	1522	186	12.22	381	25.03	21	Cancer Gene Census
ENSG00000076242	MLH1	mutL homolog 1	3p22.2	protein_coding	20	1396	1.43	200	16508	1.21	1522	72	4.73	646	42.44	22	Cancer Gene Census
ENSG00000100105	PATZ1	POZ/BTB and AT hook containing zinc finger 1	22q12.2	protein_coding	20	1396	1.43	160	16508	0.97	1522	318	20.89	322	21.16	19	Cancer Gene Census
ENSG00000102034	ELF4	E74 like ETS transcription factor 4	Xq26.1	protein_coding	20	1396	1.43	175	16508	1.06	1522	0	0.00	0	0.00	23	Cancer Gene Census
ENSG00000106031	HOXA13	homeobox A13	7p15.2	protein_coding	20	1396	1.43	87	16508	0.53	1522	669	43.96	95	6.24	21	Cancer Gene Census
ENSG00000117020	AKT3	AKT serine/threonine kinase 3	1q43, 1q44	protein_coding	20	1396	1.43	156	16508	0.94	1522	772	50.72	60	3.94	22	Cancer Gene Census
ENSG00000123388	HOXC11	homeobox C11	12q13.13	protein_coding	20	1396	1.43	93	16508	0.56	1522	372	24.44	136	8.94	20	Cancer Gene Census
ENSG00000136504	KAT7	lysine acetyltransferase 7	17q21.33	protein_coding	20	1396	1.43	149	16508	0.90	1522	507	33.31	88	5.78	21	Cancer Gene Census
ENSG00000160271	RALGDS	ral guanine nucleotide dissociation stimulator	9q34.13, 9q34.2	protein_coding	20	1396	1.43	184	16508	1.11	1522	190	12.48	466	30.62	20	Cancer Gene Census
ENSG00000160789	LMNA	lamin A/C	1q22	protein_coding	20	1396	1.43	156	16508	0.94	1522	850	55.85	35	2.30	21	Cancer Gene Census
ENSG00000175329	ISX	intestine specific homeobox	22q12.3	protein_coding	20	1396	1.43	109	16508	0.66	1522	296	19.45	345	22.67	19	Cancer Gene Census
ENSG00000182158	CREB3L2	cAMP responsive element binding protein 3 like 2	7q33	protein_coding	20	1396	1.43	138	16508	0.84	1522	510	33.51	136	8.94	21	Cancer Gene Census
ENSG00000183765	CHEK2	checkpoint kinase 2	22q12.1	protein_coding	20	1396	1.43	166	16508	1.01	1522	327	21.48	325	21.35	20	Cancer Gene Census
ENSG00000198900	TOP1	DNA topoisomerase I	20q12	protein_coding	20	1396	1.43	169	16508	1.02	1522	518	34.03	130	8.54	20	Cancer Gene Census
ENSG00000270647	TAF15	TATA-box binding protein associated factor 15	17q12	protein_coding	20	1396	1.43	155	16508	0.94	1522	420	27.60	161	10.58	21	Cancer Gene Census
ENSG00000026103	FAS	Fas cell surface death receptor	10q23.31	protein_coding	19	1396	1.36	142	16508	0.86	1522	99	6.50	243	15.97	19	Cancer Gene Census
ENSG00000068323	TFE3	transcription factor binding to IGHM enhancer 3	Xp11.23	protein_coding	19	1396	1.36	203	16508	1.23	1522	0	0.00	0	0.00	21	Cancer Gene Census
ENSG00000078399	HOXA9	homeobox A9	7p15.2	protein_coding	19	1396	1.36	79	16508	0.48	1522	668	43.89	95	6.24	21	Cancer Gene Census
ENSG00000079805	DNM2	dynamin 2	19p13.2	protein_coding	19	1396	1.36	286	16508	1.73	1522	149	9.79	461	30.29	20	Cancer Gene Census
ENSG00000082898	XPO1	exportin 1	2p15	protein_coding	19	1396	1.36	197	16508	1.19	1522	524	34.43	53	3.48	24	Cancer Gene Census
ENSG00000104419	NDRG1	N-myc downstream regulated 1	8q24.22	protein_coding	19	1396	1.36	120	16508	0.73	1522	801	52.63	55	3.61	20	Cancer Gene Census
ENSG00000118515	SGK1	serum/glucocorticoid regulated kinase 1	6q23.2	protein_coding	19	1396	1.36	213	16508	1.29	1522	207	13.60	416	27.33	19	Cancer Gene Census
ENSG00000121741	ZMYM2	zinc finger MYM-type containing 2	13q12.11	protein_coding	19	1396	1.36	290	16508	1.76	1522	98	6.44	650	42.71	24	Cancer Gene Census
ENSG00000121966	CXCR4	C-X-C motif chemokine receptor 4	2q22.1	protein_coding	19	1396	1.36	134	16508	0.81	1522	374	24.57	103	6.77	19	Cancer Gene Census
ENSG00000128487	SPECC1	sperm antigen with calponin homology and coiled-coil domains 1	17p11.2	protein_coding	19	1396	1.36	284	16508	1.72	1522	201	13.21	516	33.90	19	Cancer Gene Census
ENSG00000128714	HOXD13	homeobox D13	2q31.1	protein_coding	19	1396	1.36	97	16508	0.59	1522	405	26.61	86	5.65	19	Cancer Gene Census
ENSG00000143437	ARNT	aryl hydrocarbon receptor nuclear translocator	1q21.3	protein_coding	19	1396	1.36	163	16508	0.99	1522	846	55.58	38	2.50	21	Cancer Gene Census
ENSG00000156076	WIF1	WNT inhibitory factor 1	12q14.3	protein_coding	19	1396	1.36	127	16508	0.77	1522	413	27.14	112	7.36	20	Cancer Gene Census
ENSG00000160957	RECQL4	RecQ like helicase 4	8q24.3	protein_coding	19	1396	1.36	202	16508	1.22	1522	391	25.69	52	3.42	19	Cancer Gene Census
ENSG00000163161	ERCC3	ERCC excision repair 3, TFIIH core complex helicase subunit	2q14.3	protein_coding	19	1396	1.36	179	16508	1.08	1522	386	25.36	91	5.98	19	Cancer Gene Census
ENSG00000187098	MITF	melanocyte inducing transcription factor	3p13	protein_coding	19	1396	1.36	178	16508	1.08	1522	84	5.52	664	43.63	20	Cancer Gene Census
ENSG00000196588	MRTFA	myocardin related transcription factor A	22q13.1, 22q13.2	protein_coding	19	1396	1.36	205	16508	1.24	1522	303	19.91	347	22.80	22	Cancer Gene Census
ENSG00000006468	ETV1	ETS variant transcription factor 1	7p21.2	protein_coding	18	1396	1.29	230	16508	1.39	1522	688	45.20	92	6.04	19	Cancer Gene Census
ENSG00000065559	MAP2K4	mitogen-activated protein kinase kinase 4	17p12	protein_coding	18	1396	1.29	214	16508	1.30	1522	108	7.10	649	42.64	18	Cancer Gene Census
ENSG00000089280	FUS	FUS RNA binding protein	16p11.2	protein_coding	18	1396	1.29	141	16508	0.85	1522	368	24.18	189	12.42	19	Cancer Gene Census
ENSG00000124181	PLCG1	phospholipase C gamma 1	20q12	protein_coding	18	1396	1.29	255	16508	1.54	1522	516	33.90	131	8.61	18	Cancer Gene Census
ENSG00000125354	SEPTIN6	septin 6	Xq24	protein_coding	18	1396	1.29	161	16508	0.98	1522	0	0.00	0	0.00	19	Cancer Gene Census
ENSG00000125952	MAX	MYC associated factor X	14q23.3	protein_coding	18	1396	1.29	142	16508	0.86	1522	326	21.42	298	19.58	21	Cancer Gene Census
ENSG00000132781	MUTYH	mutY DNA glycosylase	1p34.1	protein_coding	18	1396	1.29	129	16508	0.78	1522	263	17.28	233	15.31	20	Cancer Gene Census
ENSG00000136352	NKX2-1	NK2 homeobox 1	14q13.3	protein_coding	18	1396	1.29	106	16508	0.64	1522	511	33.57	203	13.34	19	Cancer Gene Census
ENSG00000138698	RAP1GDS1	Rap1 GTPase-GDP dissociation stimulator 1	4q23	protein_coding	18	1396	1.29	134	16508	0.81	1522	119	7.82	407	26.74	22	Cancer Gene Census
ENSG00000140262	TCF12	transcription factor 12	15q21.3	protein_coding	18	1396	1.29	191	16508	1.16	1522	191	12.55	428	28.12	18	Cancer Gene Census
ENSG00000147403	RPL10	ribosomal protein L10	Xq28	protein_coding	18	1396	1.29	127	16508	0.77	1522	0	0.00	0	0.00	19	Cancer Gene Census
ENSG00000147862	NFIB	nuclear factor I B	9p23, 9p22.3	protein_coding	18	1396	1.29	164	16508	0.99	1522	177	11.63	669	43.96	18	Cancer Gene Census
ENSG00000157933	SKI	SKI proto-oncogene	1p36.33, 1p36.32	protein_coding	18	1396	1.29	116	16508	0.70	1522	118	7.75	163	10.71	19	Cancer Gene Census
ENSG00000163026	WDCP	WD repeat and coiled coil containing	2p23.3	protein_coding	18	1396	1.29	129	16508	0.78	1522	469	30.81	74	4.86	19	Cancer Gene Census
ENSG00000168411	RFWD3	ring finger and WD repeat domain 3	16q23.1	protein_coding	18	1396	1.29	126	16508	0.76	1522	273	17.94	370	24.31	19	Cancer Gene Census
ENSG00000168421	RHOH	ras homolog family member H	4p14	protein_coding	18	1396	1.29	83	16508	0.50	1522	223	14.65	392	25.76	18	Cancer Gene Census
ENSG00000170759	KIF5B	kinesin family member 5B	10p11.22	protein_coding	18	1396	1.29	181	16508	1.10	1522	314	20.63	258	16.95	18	Cancer Gene Census
ENSG00000182944	EWSR1	EWS RNA binding protein 1	22q12.2	protein_coding	18	1396	1.29	163	16508	0.99	1522	320	21.02	325	21.35	18	Cancer Gene Census
ENSG00000197013	ZNF429	zinc finger protein 429	19p12	protein_coding	18	1396	1.29	199	16508	1.21	1522	208	13.67	380	24.97	18	Cancer Gene Census
ENSG00000039068	CDH1	cadherin 1	16q22.1	protein_coding	17	1396	1.22	406	16508	2.46	1522	287	18.86	339	22.27	17	Cancer Gene Census
ENSG00000080824	HSP90AA1	heat shock protein 90 alpha family class A member 1	14q32.31	protein_coding	17	1396	1.22	190	16508	1.15	1522	318	20.89	282	18.53	18	Cancer Gene Census
ENSG00000100721	TCL1A	TCL1 family AKT coactivator A	14q32.13	protein_coding	17	1396	1.22	72	16508	0.44	1522	287	18.86	305	20.04	19	Cancer Gene Census
ENSG00000102974	CTCF	CCCTC-binding factor	16q22.1	protein_coding	17	1396	1.22	419	16508	2.54	1522	280	18.40	338	22.21	18	Cancer Gene Census
ENSG00000115170	ACVR1	activin A receptor type 1	2q24.1	protein_coding	17	1396	1.22	125	16508	0.76	1522	397	26.08	96	6.31	18	Cancer Gene Census
ENSG00000118689	FOXO3	forkhead box O3	6q21	protein_coding	17	1396	1.22	125	16508	0.76	1522	176	11.56	443	29.11	19	Cancer Gene Census
ENSG00000121989	ACVR2A	activin A receptor type 2A	2q22.3, 2q23.1	protein_coding	17	1396	1.22	377	16508	2.28	1522	383	25.16	107	7.03	17	Cancer Gene Census
ENSG00000122406	RPL5	ribosomal protein L5	1p22.1	protein_coding	17	1396	1.22	161	16508	0.98	1522	196	12.88	344	22.60	17	Cancer Gene Census
ENSG00000128713	HOXD11	homeobox D11	2q31.1	protein_coding	17	1396	1.22	68	16508	0.41	1522	404	26.54	86	5.65	20	Cancer Gene Census
ENSG00000128944	KNSTRN	kinetochore localized astrin (SPAG5) binding protein	15q15.1	protein_coding	17	1396	1.22	121	16508	0.73	1522	150	9.86	496	32.59	17	Cancer Gene Census
ENSG00000132906	CASP9	caspase 9	1p36.21	protein_coding	17	1396	1.22	83	16508	0.50	1522	214	14.06	314	20.63	18	Cancer Gene Census
ENSG00000135363	LMO2	LIM domain only 2	11p13	protein_coding	17	1396	1.22	80	16508	0.48	1522	256	16.82	249	16.36	17	Cancer Gene Census
ENSG00000141380	SS18	SS18 subunit of BAF chromatin remodeling complex	18q11.2	protein_coding	17	1396	1.22	83	16508	0.50	1522	281	18.46	379	24.90	18	Cancer Gene Census
ENSG00000152942	RAD17	RAD17 checkpoint clamp loader component	5q13.2	protein_coding	17	1396	1.22	126	16508	0.76	1522	168	11.04	551	36.20	17	Cancer Gene Census
ENSG00000153944	MSI2	musashi RNA binding protein 2	17q22	protein_coding	17	1396	1.22	119	16508	0.72	1522	522	34.30	102	6.70	17	Cancer Gene Census
ENSG00000164985	PSIP1	PC4 and SFRS1 interacting protein 1	9p22.3	protein_coding	17	1396	1.22	157	16508	0.95	1522	173	11.37	667	43.82	17	Cancer Gene Census
ENSG00000168610	STAT3	signal transducer and activator of transcription 3	17q21.2	protein_coding	17	1396	1.22	215	16508	1.30	1522	450	29.57	147	9.66	17	Cancer Gene Census
ENSG00000178691	SUZ12	SUZ12 polycomb repressive complex 2 subunit	17q11.2	protein_coding	17	1396	1.22	148	16508	0.90	1522	413	27.14	174	11.43	17	Cancer Gene Census
ENSG00000184640	SEPTIN9	septin 9	17q25.3	protein_coding	17	1396	1.22	185	16508	1.12	1522	544	35.74	91	5.98	18	Cancer Gene Census
ENSG00000184702	SEPTIN5	septin 5	22q11.21	protein_coding	17	1396	1.22	116	16508	0.70	1522	342	22.47	289	18.99	18	Cancer Gene Census
ENSG00000257103	LSM14A	LSM14A mRNA processing body assembly factor	19q13.11	protein_coding	17	1396	1.22	118	16508	0.71	1522	416	27.33	188	12.35	17	Cancer Gene Census
ENSG00000088038	CNOT3	CCR4-NOT transcription complex subunit 3	19q13.42	protein_coding	16	1396	1.15	220	16508	1.33	1522	279	18.33	295	19.38	16	Cancer Gene Census
ENSG00000123364	HOXC13	homeobox C13	12q13.13	protein_coding	16	1396	1.15	105	16508	0.64	1522	370	24.31	137	9.00	16	Cancer Gene Census
ENSG00000145819	ARHGAP26	Rho GTPase activating protein 26	5q31.3	protein_coding	16	1396	1.15	204	16508	1.24	1522	185	12.16	508	33.38	17	Cancer Gene Census
ENSG00000157554	ERG	ETS transcription factor ERG	21q22.2	protein_coding	16	1396	1.15	217	16508	1.31	1522	228	14.98	390	25.62	16	Cancer Gene Census
ENSG00000169696	ASPSCR1	ASPSCR1 tether for SLC2A4, UBX domain containing	17q25.3	protein_coding	16	1396	1.15	139	16508	0.84	1522	528	34.69	110	7.23	16	Cancer Gene Census
ENSG00000175387	SMAD2	SMAD family member 2	18q21.1	protein_coding	16	1396	1.15	176	16508	1.07	1522	187	12.29	524	34.43	16	Cancer Gene Census
ENSG00000177565	TBL1XR1	TBL1X receptor 1	3q26.32	protein_coding	16	1396	1.15	194	16508	1.18	1522	753	49.47	129	8.48	17	Cancer Gene Census
ENSG00000178053	MLF1	myeloid leukemia factor 1	3q25.32	protein_coding	16	1396	1.15	96	16508	0.58	1522	717	47.11	132	8.67	17	Cancer Gene Census
ENSG00000178562	CD28	CD28 molecule	2q33.2	protein_coding	16	1396	1.15	73	16508	0.44	1522	349	22.93	134	8.80	15	Cancer Gene Census
ENSG00000179348	GATA2	GATA binding protein 2	3q21.3	protein_coding	16	1396	1.15	130	16508	0.79	1522	579	38.04	173	11.37	17	Cancer Gene Census
ENSG00000187239	FNBP1	formin binding protein 1	9q34.11	protein_coding	16	1396	1.15	141	16508	0.85	1522	188	12.35	465	30.55	17	Cancer Gene Census
ENSG00000198625	MDM4	MDM4 regulator of p53	1q32.1	protein_coding	16	1396	1.15	119	16508	0.72	1522	810	53.22	40	2.63	16	Cancer Gene Census
ENSG00000033030	ZCCHC8	zinc finger CCHC-type containing 8	12q24.31	protein_coding	15	1396	1.07	143	16508	0.87	1522	317	20.83	228	14.98	14	Cancer Gene Census
ENSG00000105173	CCNE1	cyclin E1	19q12	protein_coding	15	1396	1.07	113	16508	0.68	1522	413	27.14	185	12.16	17	Cancer Gene Census
ENSG00000107779	BMPR1A	bone morphogenetic protein receptor type 1A	10q23.2	protein_coding	15	1396	1.07	116	16508	0.70	1522	170	11.17	399	26.22	15	Cancer Gene Census
ENSG00000108924	HLF	HLF transcription factor, PAR bZIP family member	17q22	protein_coding	15	1396	1.07	107	16508	0.65	1522	517	33.97	96	6.31	15	Cancer Gene Census
ENSG00000112531	QKI	QKI, KH domain containing RNA binding	6q26	protein_coding	15	1396	1.07	193	16508	1.17	1522	192	12.61	441	28.98	16	Cancer Gene Census
